customer_unique_id,frequency,recency,amount_spent,review_score
02eb2837e7302e52e996ebb4515ac3c5,2,580,97.9,5.0
02fbe4db886eb98774c8ba300d39fa79,3,242,162.0,5.0
02fdf47b3bd661072bb00a5aab1853dc,2,183,226.62,2.0
02ff3aee636a9ee1c1fef271daa0bc07,2,204,346.90999999999997,5.0
030b3bb8818a752ca223944036bad5d7,2,229,179.8,1.0
030df4046f9f9e7fc4531b24b1e853fc,2,71,276.0,5.0
030e2ece69927969001c9b85eac2c9b7,2,91,189.99,5.0
031e19fc630c4121f1238716f41675c3,4,105,10.1,4.0
031ea691b99fc101dcad357d1a83573f,2,463,56.989999999999995,4.0
032296639c7e91f3236f544b0a822b3e,2,271,55.0,5.0
032b3a42598667caf2e099999b9dc1b9,2,84,323.79999999999995,5.0
032c36a3e0e337f241a5910aa6ef3077,3,401,223.38,3.0
032ddb0b6d452c1a3eac72cf33ee8b96,2,123,117.0,5.0
0333b2fc6ba7014702e08ef613850270,2,345,16.9,5.0
0339119d431b8dd1b361567e4fc48a58,2,466,35.489999999999995,3.0
0341bbd5c969923a0f801b9e2d10a7b8,2,140,609.48,5.0
035e7cd88b7450fd33efeca817081a53,2,107,125.61,4.5
0361e980b28826f4d286ac144d9b319a,2,107,153.0,4.25
037ebbb3507dc1717f22ee973771c9d8,3,339,155.97,4.0
037f1240d3a139aef654264b518eb7e1,2,166,301.0,1.0
03820299130367803663f7eb70bcf2bc,2,61,48.9,5.0
038301b43811478e1a8dc0e476eaf52e,2,187,607.0,4.5
038c91bf6f1bb33c46694bae8e74dee6,2,129,97.9,5.0
0396c443fdda5498c7e9ed5b34871c5a,2,530,85.89,5.0
03bd7c8563706d3a512250498f0706c0,3,75,239.75,2.0
03cccac05d316dc60827fa7abedd608e,2,324,89.9,1.0
03d4953a455f8489e712ea80699de878,2,88,54.97,5.0
03d4c28894c1239ca5a6dd6f0c197921,2,204,165.48,5.0
03dabd77cb0ed7a26fafe19e36b67742,2,520,48.98,5.0
03ef7f03905227e15c7b6c860554b3cb,2,91,191.99,5.0
03fc54320e654887eddb9480397fa8a2,2,274,259.0,1.0
041caba6a63ace5818387698ea85cdb2,3,146,121.89,4.666666666666667
0421cbe19607719626e374b2347686eb,2,74,149.0,5.0
043aee247e71edff7045664609f4d806,3,456,229.75,4.25
0451ef5a31cea3e14ce02d768d7c9943,2,485,345.48,4.5
048018b271de8a57850a736e1decab48,2,288,109.9,5.0
04821927835e6a040f8a83ba4d54d998,3,134,50.0,2.0
0488328f0b499963e32a37fa42a20ca0,2,405,348.9,5.0
048dbdf8f9bbd1be87b25868d1408311,2,345,144.9,4.0
048df8b25dc48e1554eccde119d6cecd,2,533,204.8,1.0
04be500031efe43d2defff8c41810543,2,258,218.9,4.0
04bf51c8d8b123571c86805d49edd9b1,3,337,49.9,5.0
04c55667b44fae5f50ed71d40c633d09,2,496,22.9,5.0
04d3c2795b83634312bf3f86f41f7901,2,434,557.99,3.0
04e495a3f45df8b41be2e934bbc16961,2,266,160.89,3.5
04e9d0d712ca6da77124d0ee12be1d6a,2,485,35.9,2.0
04ecdc3e754a48294d832436960a3280,2,352,308.8,4.0
04f466d6234a805ba36301c1d054b343,2,162,173.0,2.0
04fc637963fe982dd25ac58e4f4770c1,2,205,88.95,4.0
050555c26479bbb8ba0740c37e7454d0,3,193,40.0,4.666666666666667
0509ab034845adb0b4c91b6f0e7b7260,2,165,158.0,5.0
0537b5ab20888f8cb3f5e2c1dec3841d,2,164,69.9,1.0
053b7090271ed4dacbfe0afd6382bbab,2,383,30.89,4.8
053ee39e5fff8053a860892cbd54d1ed,3,185,79.8,1.0
053f7850c3ffd9726cff61c7e42af797,2,474,43.0,2.0
05401081ef59ed0b257831b4c3b0d3fe,2,324,109.9,3.0
055ab020f1b15db97acb142cb9d893ae,2,217,71.8,5.0
055ec572ac7f3c7bdd04a183830ebe59,2,455,1999.99,1.0
05669445931c028d97b7c0637b5a2359,2,375,90.0,5.0
0570089e1e1b3cf57b7f7d545cb204aa,2,502,92.89,5.0
0577db0efc765dafeb6ff6ad59238c0e,2,505,22.9,5.0
058b604a0df6b29f03c540de254b197f,2,177,54.68,5.0
0598dd4eaa6611265e192ffa2e8133aa,2,191,59.9,4.0
059d1f5650f05d9fed9a6d941593f9b4,2,213,99.97,2.5
059e7585d8fcd2430a33375bdbcbb990,2,59,434.69,5.0
05a021f89882d0c4df802f3c18897a34,3,95,88.69999999999999,5.0
05cb25c0b98e8d6f839049d97adfecab,3,86,676.0,1.0
05daf48671f2479af012c6d45b3bce69,2,537,24.9,1.0
05e52c1f96f8b83dd66dcdce679ff58d,2,450,210.0,4.0
05edb10f73fe7d03959ff26540913b3a,2,287,200.4,3.5
05ef855308303397f1427f29470bb6ab,2,212,43.89,5.0
05fb25843c4048d1ce40611d11966278,2,94,134.8,5.0
060f9ea0a180843fb91d4923b6d01bea,2,221,576.8,4.5
0621c2a5979d3e887ae519620cbe2926,3,433,271.8,1.0
063eef0d1ead8ee785783e95df82137e,2,217,45.99,1.0
065102c8bb5cf4f308cd356e74343c2c,2,568,18.99,1.0
065938485846aa5adc196cb536de42e0,2,236,384.9,5.0
065dcef61d5f66b30d2ee51b5343d023,2,320,164.9,5.0
066ee6b9c6fc284260ff9a1274a82ca7,6,484,69.9,1.0
0672d01bce31cb5657b5eb58c0f4884a,2,314,409.8,1.0
067aababad1d4ab2de52be25c7bc56f7,2,170,171.76999999999998,1.0
0697142614905a50813d854fa08b8eaf,2,86,88.0,4.5
06a35cec0273b785b2b58eb349841fb2,2,287,54.9,3.0
06a52782a04f0086d16b9c22d0e29438,5,528,35.0,5.0
06b609212808563b18a3f818b86dd01d,2,595,128.8,4.0
06c0ea6ee892364d1608ee47aa9f56a0,2,593,92.89,5.0
06c18dc9dc7a01e3322f4e9245dac0ed,2,195,166.34,3.0
06d26e5230ac619719997a8cf435a69b,2,194,51.5,5.0
06f289b98b5b10b7d7692548624cb616,2,155,103.97999999999999,5.0
070acf4df1234a6257809e4e79644481,2,91,703.99,5.0
0710e0c85fe7cb494d624e0863782e46,3,210,194.3,5.0
0718d96349a80323476a9d067f408814,2,303,26.98,5.0
071bb277b0146da77fac31e70657815e,2,184,99.97999999999999,5.0
071fb07419a29c8ba143831082e0320a,2,280,449.84999999999997,5.0
073037acc049d2be44730a7e39836046,2,302,64.98,2.5
0734186c93d9d5488a3a77c8178cb794,2,51,18.99,1.0
07342638d0e0aad32c3cf0efc1a37ba5,2,385,274.89,4.5
073667f98c8956621ffdacb34d7ab922,2,346,130.8,1.0
073ce043974e19c4c37d281b7b7d72c1,3,254,179.8,5.0
0751ebe1c05ef7a632934adae06c6d4a,2,450,152.9,4.5
07547425c8f7a7086f529f2d3b80d21a,4,127,339.44,1.0
075c38f7a650b0dc822712c7a58e93d4,2,362,95.8,5.0
076b7055bea51da430d6a6fa054e5075,3,494,87.9,5.0
077d1d4b18c096ea1ec611d6a3701056,2,620,79.9,3.0
078f7e669cebf2fb640d0ad0dabb3068,2,161,42.9,4.0
079193e2ad24a2dd57584a7eb213bd1e,2,59,124.97999999999999,1.0
07abcea6f64399366559afee336a7fd2,2,225,169.85000000000002,5.0
07b1b60bca2b6326fa2adb259ea4a55f,4,161,95.2,4.25
07b28cf1d8515d08ccca505e273fffaf,2,572,603.89,5.0
07b3f25ebe35cc57bb89eada6a231b7d,2,317,144.8,5.0
07bd3d18ecba2420a8934b34a26f157a,2,180,165.67000000000002,2.0
07c62075bc5c33b7d9bafa573e54402e,2,264,295.98,3.0
07df27b714016cb827c99ec2ecd5ebfb,3,135,144.9,4.0
07e9cfc8cdd6f08d6993bc4ec77aa686,2,128,110.32,5.0
07f61caa1c9e850c14e94854cec87545,2,438,80.8,5.0
07f765655f560c8624267665ce23675a,2,183,384.99,4.666666666666667
07f86fccef0c7a352cc0d552eba79a71,2,337,69.5,5.0
07fe3cee40551d2377a917fb4f377714,2,89,96.22999999999999,2.0
07ff81a9676efa0286ddd3f09e7c0063,2,127,26.74,3.0
0802a1a217680f13264a70ddb7220823,2,607,78.5,5.0
0807baeeeaa1309effbd9a9dee41ab17,2,162,235.0,5.0
080a538ba865739bd97c3ffd9e71bcf0,2,243,170.9,1.0
081f07439678af2da7755a0aa572154d,2,138,97.3,5.0
083ca1aa470c280236380973a48f77c6,4,64,218.88,5.0
083ce299ea3fc1eba79bd0b17f64555b,2,55,88.89,4.5
084142ff1817e56910833e3edd9bb3d5,2,309,50.0,2.0
084be429c23e342acf5084ac6156d22e,2,87,138.4,4.5
08642cd329066fe11ec63293f714f2f8,2,27,170.0,2.0
0880a12c3591cb1e3f6f23567adae7c1,3,167,53.9,
0883460fd0fd804d2b599595a8b0f59f,2,398,458.99,5.0
088653e3fa566d968be97a72afee0b74,2,229,445.0,1.0
0895c61a77b305efdfad13596c749c60,2,189,890.0,3.6666666666666665
089bc915af34d9041b3a88a1aa84292b,2,275,93.15,1.0
08a14d6f05e910296326bdfd02e0da04,2,394,364.0,5.0
08a374bca4063116d5530a7b04ecaf3f,3,65,166.70000000000002,5.0
08b57f87bc889756ca453bf8106d48ce,2,116,101.69999999999999,3.5
08c07c761592a71b85136aa4fe76a6f4,3,194,258.0,5.0
08d8ad84b0088cbeae77da4ff3817479,2,153,224.28,5.0
08de72db16c1e769367ec6e97e54460c,2,161,34.72,4.5
08e5b38d7948d37fbb2a59fc5e175ab1,4,160,866.79,4.0
08edcb06d9d590d95f221c03b6ae3832,2,239,86.0,3.0
08f334e84bc7ab7b588cb7fc77dd7f4a,2,63,699.0,1.0
08f39bc6b746bc26013fa99b725e83e6,2,167,116.6,3.0
08f57f4be7a86b8a175c56d07c305dce,2,72,114.0,5.0
08f7cf00ed9ff3e0a08fc136ec272974,3,410,214.89000000000001,2.8333333333333335
08fb46d35bb3ab4037202c23592d1259,2,135,14.49,3.0
092693d3fdb3339e303e84220fa9c702,2,165,54.699999999999996,3.0
0928131432790cc4aa4cfbd0a526c158,2,325,69.9,1.0
0937f85b7a96b6ad600405e9bf94255b,2,158,67.0,3.0
0942eedfe0e865b2a80419a14672286f,2,268,199.8,5.0
09605a03a6f90c9347a279e67dd07cbc,2,62,72.88,1.0
096e351116755fe4c3c1e48eaf301a41,3,519,195.8,4.666666666666667
096f4fc414480cfa00436b3bcccf5bc1,2,393,99.99,4.0
0981a271500799427cdf345e9121e20b,2,548,64.99,5.0
09831ff6ab667f42521bcd4c22dc755c,2,206,89.1,5.0
098e17d731e1f0966dc7b478db419825,2,204,43.64,5.0
09928c4afa1c45cfcf099b3b13889719,2,86,328.0,1.0
0994750c9c22a140010ed86aad2d044b,2,233,142.22,5.0
099fad9e8f7dfbd0412c300bcc697e0b,2,153,360.37,4.0
09ab36a420b5c87c5c9772bdb494f2e3,2,234,167.4,5.0
09baec50afccbb414f24bf8e0bc7c020,3,154,666.8,5.0
09bb53b69206dcf2a8fc66b3eab2735b,2,443,341.40999999999997,5.0
09bc7afc3e8d8dccaffd0b16944a91fe,3,442,539.6999999999999,3.6666666666666665
09c8e6d62d590a5a5fab94418b2d651a,2,127,124.9,5.0
09cd73b13f103e47ce13675b4a4b36f3,2,160,53.0,5.0
09d74edf20acb4f9523fb1cf19a18456,2,226,275.42,5.0
09d7c538023c2c4fb0553c831c12f084,2,512,633.99,5.0
09ecbbc6902ae2add46294a42e3a59f1,2,233,144.9,1.0
09f2ad140c06129550a9a8065591184b,2,285,258.0,5.0
0a03d7a7861ba16d55797bae954972be,2,314,193.32,2.0
0a0c0f2cec03e2ec12eefdad109eb83d,2,100,269.99,5.0
0a1f83858e65e141609fca9ea70a495a,2,91,118.0,5.0
0a330eeeee86fe56f383e11837e7df05,2,470,34.9,5.0
0a38322966d62df297e832d7db9a2d9c,2,108,147.9,5.0
0a3d4f596bd69fa0b5f599c4b66b9dc5,2,132,164.8,1.0
0a3fd9a9aeae46f86e5c05983bf83757,2,523,78.0,4.0
0a5df23b922b9998bb7378f1ac03c98a,2,383,169.98000000000002,5.0
0a5fab743da859b3f10a409bbb132a5a,2,245,19.99,3.0
0a609db8d244100909a15d65eadf8539,4,364,437.88,2.0
0a61b571f594b6919601bcf3380da7f7,3,277,435.78999999999996,4.333333333333333
0a767212322d4dfce26644bdd620d2ae,3,325,117.0,4.0
0a97bdac2f197280badb633707f87222,2,82,118.25,5.0
0aa1ab39ff2b837c05d7c9ff85b6d983,3,220,158.4,5.0
0aadc1d26d1c8b88a52c39a533ccea93,2,323,378.99,1.0
0abee71cd257861a0944e2a81cea4a50,4,325,125.80000000000001,4.25
0ac10a57d07e3d38b11f66283c44672b,3,502,179.89000000000001,5.0
0ac4a9460c1baf3051ffec5c9021a499,2,140,176.29,5.0
0ad1d79346c3b98b517348ecbbadfbc6,2,118,138.9,5.0
0ad7cb4f48f2a2cf5080e3c19c7cf98c,2,145,101.9,5.0
0aef107040099c08391f73e81821bbac,3,281,414.31,1.0
0af334fc660bfc9c75109752cc8271d7,3,549,430.0,1.0
0b1295f39125403a08117b8d96be67ac,2,96,64.9,5.0
0b1715dfc26a6231c736058821dc0eb4,2,146,379.8,5.0
0b18593e033697810a62a987e77f4b8c,3,218,139.7,5.0
0b1ef8f1c964c96702a47c381c61f84f,2,124,118.0,5.0
0b2d68f9e4d2d28dcce0d670234323c2,2,58,171.0,5.0
0b391e93cdb4fe7ad5446c111c647f9b,2,254,139.0,1.0
0b3cf8a9362deaf8b870d49ae61f3ca1,2,422,189.34,3.0
0b3dc7efaafb0cf78a4796d42fa8d74c,2,446,588.9,5.0
0b402d6dd50694a118c642448e2cb086,2,324,179.98000000000002,5.0
0b4336bfd6d4e1f3e6ee3d8ae5f3ba36,2,175,18.9,5.0
0b49c33f53bc3d731cfc40dd36cc1b31,2,273,57.8,5.0
0b4c8216356414f6b079d5cb85bad4aa,2,256,134.8,5.0
0b5057cd51031b814ac5667fb3ff0dbc,2,113,59.0,5.0
0b51518c7deffd54b13b007c9f91c3f0,2,106,256.59000000000003,5.0
0b5da348e71b60d46741d90a45a8bc10,2,592,99.0,1.0
0b613a282e9dfd7cc3ba1c74468053f5,2,81,614.9,5.0
0b6d4f036c07e10854affe43fc4e718c,3,209,188.14000000000001,5.0
0b8ed32525608a907c7331b613b5b67e,3,321,75.84,4.333333333333333
0bbb42a9ca8179ccfce14a11d2afe6de,2,112,9.9,3.5
0bc9c245cd69735af23eefdd89d74e7e,2,399,179.9,4.0
0bdb6ad22574bad5202df1e92a9aa403,2,243,144.98,5.0
0be7af6c16fbca7eff244788f89146a3,2,205,252.9,2.0
0bf1278577a2acf8532a031d98cd517c,2,307,248.05,4.0
0c10e674d1504f959a7f2e504148c296,2,175,118.8,5.0
0c1201c04330536234aaa49b396745d4,2,73,352.79,3.5
0c32aa09e8eced3ea26c2a013b7b75e9,2,124,183.79000000000002,5.0
0c33b7ee3cca52240d26f01603841037,2,125,144.8,5.0
0c4c416f1f9844e6805b074f8f96f52c,2,430,71.99,5.0
0c7f64065de0b9e719b025ee069d33f8,2,326,56.99,1.0
0c8286526be3a0fc8f50b7267db95035,2,201,198.10000000000002,3.5
0c8ac932c65f67489929f9164a86606d,2,363,271.9,4.0
0c95f9d075d059aa3cf7bc215d5ba259,2,460,159.49,5.0
0c9abfaffa0ae7587cebfdf0d680e3b7,2,252,25.0,4.5
0cbcf91ef2dd6dfcce9ee63c8772dc97,3,428,171.95,3.6666666666666665
0cc2ee1112a11a1094eff52fa2e87150,4,379,409.9,5.0
0ceb502fc33a2ad327b08288c5310e2e,2,155,109.87,5.0
0cebc51f6dd978db9fa4f66e0b01b2db,2,204,318.99,3.0
0cf1a42d3cb695e862d8d1ceafe5f73b,2,437,25.99,5.0
0cf46588cd3f5a23002166b5a1945820,2,363,119.9,5.0
0cfd3bb78e947d0c37c6b6c113871fbd,2,148,175.85,1.0
0cfd915db480acd7d9a954409cabfb1c,2,420,86.80000000000001,5.0
0d153268371aa25450d4117ff070277e,3,110,565.9,2.6666666666666665
0d4644eff058d75937ca1eec574bf87d,2,320,194.89,5.0
0d51e04ae0b1d341e4f49812d1f4fbe2,2,154,159.89,5.0
0d52f8cd8892f109a15803df169113b6,2,248,143.8,5.0
0d57344e9e4e9d16dc699cb417e50cb0,2,329,154.5,5.0
0d60ae009e0cfd8b0c96aa47625f20a4,2,512,186.0,5.0
0d6143cfe10640de5219d18623b3fd8c,2,501,28.299999999999997,5.0
0d7241c7fb49c1be6e75c9fe99e0822c,3,170,192.79999999999998,4.666666666666667
0d752bd67ec055ad6d2082279af5bda1,2,172,80.34,1.0
0d997d092f93b5c58d0f9b4bd0643d16,2,319,114.80000000000001,4.5
0dc81b520ef7db9cb44bb075e129dcf8,2,121,226.93,2.25
0dd933d1e0253343083013791bf5d5e9,2,327,162.9,5.0
0ddba04798f1c085d0ca93af0e91f6c1,2,245,142.8,4.0
0df55f5accedda71bda8f4c7f590951f,2,244,406.9,4.0
0dfa4719268ebf5d5fe164e4b7173dec,2,93,49.9,5.0
0e05e2706e1dced2a98f116344db4825,2,338,13.99,1.0
0e06af8004ffd01a3461e768f9f659aa,2,332,428.0,5.0
0e1aa2e5d9087f8f34d2e6913d6891dd,2,191,153.4,1.0
0e201fc3c7b9b02edb2d1a6e7f188912,2,170,509.0,4.0
0e34a60534391f19af7e10f1c8ac28d4,2,97,324.9,2.0
0e37a80826485260170d428b06df0ab6,2,400,279.89,3.0
0e381ce773b382849206115413009851,2,75,112.59,2.6666666666666665
0e3c753956e35026b965d9ac3590c5af,2,435,275.35,5.0
0e4cb268bd62da7db135af6349b4fc2a,4,326,157.99,5.0
0e4d012fac3d20c033e0284fb6d2ea6a,3,56,252.73000000000002,5.0
0e72e30fbb86f2e5be20fdb26f476155,2,171,29.9,5.0
0e730550dfc5d7f1cea73484bb2e0249,2,225,158.9,2.0
0e764fc1a13e47e900c3d59a989753e8,2,178,318.0,4.0
0e78a1b66adee5bb3a6f014714f79cf4,2,195,440.79999999999995,5.0
0e816495a999f008062b007122fa5a45,2,276,107.89,1.0
0e850ed5adc4abe0346435eda5b1a626,4,187,14.3,2.5
0e978f668765bf63bf5376a00629a594,2,204,57.05,5.0
0ea353565cdde00e1d8352a08290a352,2,417,234.8,5.0
0eb917bbd8203a7bf6c6447610778d94,2,121,188.9,1.0
0ec0111adb427dd69d1803a42c15eca6,2,489,141.89,1.0
0ec7a2de907687639ba7708527850b78,3,601,87.7,5.0
0ec7b76cae390a31a86ce54413f284db,2,484,307.82,2.0
0ecc403ec5d6ce000fd84f00cd5efb0a,2,321,288.0,5.0
0ecf7f65b5ff3b9e61b637e59f495e0a,4,737,68.89,5.0
0ee1969ea903c6be704958e2300068b2,2,427,25.700000000000003,2.5
0ee19d798610829e56024c0523a3d33e,2,445,61.0,2.0
0ee57f62666561b72f2ceacad0230cbf,2,119,276.8,5.0
0ee8c10ba5bf1fd978741e98bd9449b9,2,85,126.97999999999999,4.0
0ef7b906320b21fe4d39f99496aaa2d8,2,74,169.98,5.0
0ef9d8635fb18550d0f8d3a9b7f512be,2,327,169.89,1.0
0efd5025e6544ef110881866b945d0cc,2,68,70.0,5.0
0f0b49d45120fcb28bda56e94bc85673,3,251,780.0,5.0
0f0e48a91c9c285404572b095bcb373c,2,454,158.89000000000001,4.0
0f10b8ff009bd48947dfe40a06e329d0,2,507,134.8,5.0
0f10d99ee99ca3d0489f2f2169b41ec3,3,229,173.0,5.0
0f187f58097c5431d5244e1fe1383884,2,282,62.78,3.6666666666666665
0f1bd80ed58b9d0f45dca1bb396d8ac9,2,155,63.97,5.0
0f236e51bb703ddf0e311f3520600065,2,274,184.0,5.0
0f26a77f8de836d7c44b4694e0fa3ea4,2,125,73.0,2.5
0f38a44168ec569a3f783ebf98d79095,2,329,87.99000000000001,5.0
0f4054aa9ac17890e078d931362ae93a,2,72,79.9,4.0
0f5ac8d5c31de21d2f25e24be15bbffb,2,324,155.49,5.0
0f6371fc9c2e78818a6e7aa33022a506,2,262,125.99,5.0
0f64cafdb3e1e4806c99ff165305e27f,2,198,173.89000000000001,3.0
0f8758e5b1c6c6b2156a9dddce128558,3,268,85.8,2.0
0f9349a9da479b7e02c4cb4a0c73fb47,2,247,34.83,4.666666666666667
0fa3e5721cad691b9594fb89f9805a68,2,208,165.48,1.0
0fd39850656e7e4f90ee62a86f03c3f4,2,432,73.88,5.0
0fd39b61ec94864f92e18e5d7144bc6c,3,205,274.0,2.3333333333333335
0fd475edfa0b61c59ecde6f89c21dedb,2,294,109.8,5.0
0fdfbef2ae337480fe00523dac271cb3,2,298,219.8,2.0
0ffc908947e1f0c9f17647058b9a58c2,2,471,419.99,4.5
1003a1d72627f1a71f255e239aaa4bfd,2,160,1129.99,4.0
100a1a0fe9f738719f7b63e3eadf5ebe,2,207,178.9,1.0
100f480d33281b45b97c07395968e56c,2,388,69.9,5.0
1015173479527a15ccb63606a74f404e,2,407,331.78999999999996,5.0
10351fa9e690ca750568e3c19978d69e,3,131,69.0,3.6666666666666665
1041688b50cfd8ef6df6086a1746a30c,2,49,41.8,4.5
1048bfc5f32f7cd7ac2b4f4e3cbc3e26,3,218,239.70000000000002,1.0
104b15d37c662bd9e98eb83cd123f892,2,126,142.8,4.0
104f7bce53ef8849380284854fd16bc8,2,321,41.0,3.0
107d122d467cf7c3225261447ad11f2e,2,269,71.78,5.0
10867a902e32dd54061b2cda9c55b0b6,2,233,219.31,1.0
109ddcfae0cdcc4b8ec01120ddbd02fe,2,177,107.19,4.0
10a4b9f45f67e6bc9ca4032b9203272c,2,236,111.3,5.0
10b442e762ba8a5ad22de5ba2207e5f1,2,124,24.9,5.0
10b58cbd6607267fd41812614367439e,2,283,289.85,5.0
10b9f2531b9808ef879b829d86792a9f,2,121,155.8,5.0
10bf8afdd66da75c386fbacf04c85710,2,207,129.9,4.0
10c610ac48f0692d8a8208f4ea2bb0a2,2,115,174.8,3.0
10d5890ed5e7ec78a7db23b5ac579b17,2,85,27.99,3.0
10db098f009507e2269cdee581d5a0e6,2,365,25.8,5.0
110991b379efbcebb0d35cbd20bf9698,2,190,73.7,3.0
1118a7bb7ba893f10740e22a23aa5bd9,2,273,59.21,5.0
1118bbd6c82a824ebc677b12e525864f,2,354,479.79999999999995,5.0
11395124061744bf276aefd8073f3105,4,373,91.9,5.0
113b3f090cc1df6f405ec326a1765522,3,562,79.9,5.0
11494ac4b94a215ddb5a75f30127071f,2,211,15.9,2.5
115030e27b9970683ad81cb05679157c,2,148,154.48000000000002,5.0
1174fb783ffca25cec25f6925f0d99de,2,508,40.0,5.0
